Pays;Adresse;Ville;Région;Gare - code uic;Gare;Type de point de vente;CodePostal;CB;Espèces;Chèque
FRANCE;PLACE TOLSTOI  59172  DENAIN;DENAIN;HAUTS DE FRANCE;87343459;DENAIN;Poste de vente guichet;59220;Oui;Oui;Oui
FRANCE;GARE SNCF - 80500  MONTDIDIER PLACE DE LA GARE;MONTDIDIER;HAUTS DE FRANCE;87313346;MONTDIDIER SNCF;Poste de vente guichet;80500;Oui;Oui;Oui
FRANCE;PLACE DE LA GARE PLACE DE LA GARE;DOUAI;HAUTS DE FRANCE;87345009;DOUAI;Automates TGV-Intercités;59500;Oui;Non;Non
FRANCE;ESTREES ST DENIS P GARE;ESTRÉES-SAINT-DENIS;HAUTS DE FRANCE;87313387;ESTREES ST DENIS;Automates TER;60190;Oui;Oui;Non
FRANCE;RUE VALLEE;BREBIERES;HAUTS DE FRANCE;87345108;BREBIERES SUD;Automates TER;62117;Oui;Non;Non
FRANCE;ESTREES ST DENIS P GARE;ESTRÉES-SAINT-DENIS;HAUTS DE FRANCE;87313387;ESTREES ST DENIS;Poste de vente guichet;60190;Oui;Oui;Oui
FRANCE;OSTRICOURT HALTE RUE PIERRE SERVEAU;OSTRICOURT;HAUTS DE FRANCE;87345249;OSTRICOURT;Automates TER;59162;Oui;Non;Non
FRANCE;"74 AVENUE DE LA REPUBLIQUE
62 AVENUE DE LA RÉPUBLIQUE";BEAUVAIS;HAUTS DE FRANCE;87313510;BEAUVAIS GARE SNCF;Automates TER;60057;Oui;Oui;Non
FRANCE;PLACE DE LA GARE  62907  LIBERCOURT PLACE DE LA GARE;LIBERCOURT;HAUTS DE FRANCE;87345256;LIBERCOURT;Automates TER;62820;Oui;Oui;Non
FRANCE;"74 AVENUE DE LA REPUBLIQUE
62 AVENUE DE LA RÉPUBLIQUE";BEAUVAIS;HAUTS DE FRANCE;87313510;BEAUVAIS GARE SNCF;Automates TGV-Intercités;60057;Oui;Non;Non
FRANCE;CAMBRAI GARE 12 PLACE DE LA GARE;CAMBRAI;HAUTS DE FRANCE;87345520;CAMBRAI;Automates TGV-Intercités;59400;Oui;Non;Non
FRANCE;MOUY BURY P GARE RUE CASSINI;MOUY;HAUTS DE FRANCE;87313577;MOUY BURY;Poste de vente guichet;60250;Oui;Oui;Oui
FRANCE;PLACE DE LA GARE;CAUDRY;HAUTS DE FRANCE;87345561;CAUDRY;Automates TER;59540;Oui;Oui;Non
FRANCE;GARE SNCF HERMES BERTHECOURT - 60370  BERTHECOURT;BERTHECOURT;HAUTS DE FRANCE;87313585;HERMES BERTHECOURT;Poste de vente guichet;60370;Oui;Oui;Oui
FRANCE;GARE SNCF - 60240  CHAUMONT EN VEXIN;LIANCOURT-SAINT-PIERRE;HAUTS DE FRANCE;87381210;LIANCOURT ST PIERRE;Automates TER;60240;Oui;Non;Non
FRANCE;"PLACE DE LA GARE 
47, PLACE ALPHONSE FIQUET";AMIENS;HAUTS DE FRANCE;87313874;AMIENS;Automates TER;80000;Oui;Oui;Non
FRANCE;PL DE LA GARE;DOUAI;HAUTS DE FRANCE;87420232;FORMATION DOUAI;Poste de vente guichet;59500;Oui;Oui;Oui
FRANCE;PLACE ZAMENHOF PLACE ZAMENHOF;BOULOGNE-SUR-MER;HAUTS DE FRANCE;87317016;BOULOGNE TINTELLERIES;Poste de vente guichet;62200;Oui;Oui;Oui
FRANCE;PL PLACE DES BUISSES;LILLE;HAUTS DE FRANCE;87697383;LILLE SALON GRAND VOYAGEUR;Poste de vente guichet;59000;Oui;Oui;Oui
FRANCE;GARE SNCF - 62630  ETAPLES PLACE DE LA GARE;ÉTAPLES;HAUTS DE FRANCE;87317065;ETAPLES LE TOUQUET;Poste de vente guichet;62630;Oui;Oui;Oui
FRANCE;PARIS PORTE DE CLICHY (VMI) GARE 190 TER AVENUE DE CLICHY;PARIS;ILE DE FRANCE;87111278;PORTE DE CLICHY;Poste de vente guichet;75017;Oui;Oui;Oui
FRANCE;PLACE DE LA GARE  62588  MONTREUIL;MONTREUIL;HAUTS DE FRANCE;87317164;MONTREUIL SUR MER;Poste de vente guichet;62170;Oui;Oui;Oui
FRANCE;PLACE DES PASSAGERS DU VENT;CHESSY;ILE DE FRANCE;87111849;MARNE LA VALLEE CHESSY;Poste de vente guichet;77700;Oui;Oui;Oui
FRANCE;GARE SNCF - 62140  HESDIN;HESDIN;HAUTS DE FRANCE;87317222;HESDIN;Poste de vente guichet;62140;Oui;Oui;Oui
FRANCE;1 RUE GEORGES CLEMENCEAU  93032  GAGNY PLACE DE LA GARE;GAGNY;ILE DE FRANCE;87113514;GAGNY;Poste de vente guichet;93220;Oui;Oui;Oui
FRANCE;46, AVENUE WILSON GARE SNCF46 AVENUE WILSON;CALAIS;HAUTS DE FRANCE;87317263;CALAIS VILLE;Automates TER;62100;Oui;Oui;Non
FRANCE;RUE DU CHEMIN DE FER;GAGNY;ILE DE FRANCE;87113522;CHENAY GAGNY;Poste de vente guichet;93220;Oui;Oui;Oui
FRANCE;PLACE DE LA GARE;ABBEVILLE;HAUTS DE FRANCE;87317362;ABBEVILLE;Automates TGV-Intercités;80100;Oui;Non;Non
FRANCE;RUE DE LA GARE;COULOMMIERS;ILE DE FRANCE;87116301;COULOMMIERS;Poste de vente guichet;77120;Oui;Oui;Oui
FRANCE;80 PLACE DE LA GARE  62119  BETHUNE PLACE F. MITTERRAND;BÉTHUNE;HAUTS DE FRANCE;87342006;BETHUNE;Automates TER;62400;Oui;Oui;Non
FRANCE;2 RUE DE LA GARE;THORIGNY-SUR-MARNE;ILE DE FRANCE;87116319;LAGNY THORIGNY;Poste de vente guichet;77400;Oui;Oui;Oui
FRANCE;PLACE DU MARÉCHAL FOCH GARE SNCF;ARRAS;HAUTS DE FRANCE;87342014;ARRAS;Automates TER;62000;Oui;Non;Non
FRANCE;13 RUE D'AMSTERDAM;PARIS 9 EME;ILE DE FRANCE;87119172;PSL AUTOMATES;Automates TER;75009;Oui;Non;Non
FRANCE;PLACE DU MARÉCHAL FOCH GARE SNCF;ARRAS;HAUTS DE FRANCE;87342014;ARRAS;Automates TER;62000;Oui;Oui;Non
FRANCE;PL DES FUSILLES;SARTROUVILLE;ILE DE FRANCE;87130625;SARTROUVILLE SNCF VOYAGES;Automates TGV-Intercités;78500;Oui;Non;Non
FRANCE;PLACE DE LA GARE  62128  BIACHE-SAINT-VAAST;BIACHE-SAINT-VAAST;HAUTS DE FRANCE;87342097;BIACHE ST VAAST;Automates TER;62118;Oui;Oui;Non
FRANCE;PLACE DES DROITS DE L HOMME PLACE DES DROITS DE L'HOMME;SAINT-DENIS;ILE DE FRANCE;87164798;LA PLAINE STADE DE FRANCE;Poste de vente guichet;93200;Oui;Oui;Oui
FRANCE;VITRY EN ARTOIS HALTE;VITRY-EN-ARTOIS;HAUTS DE FRANCE;87342113;VITRY EN ARTOIS;Automates TER;62490;Oui;Oui;Non
FRANCE;18, RUE DE DUNKERQUE;PARIS;ILE DE FRANCE;87271007;PARIS NORD;Automates TGV-Intercités;75010;Oui;Non;Non
FRANCE;PLACE DE VERD  62767  SAINT-POL-SUR-TERNOISE PLACE DE VERDUN;SAINT-POL-SUR-TERNOISE;HAUTS DE FRANCE;87342337;ST POL SUR TERNOISE;Automates TER;62130;Oui;Oui;Non
FRANCE;18, RUE DE DUNKERQUE;PARIS;ILE DE FRANCE;87271007;PARIS NORD;Poste de vente guichet;75010;Oui;Oui;Oui
FRANCE;PLACE DE LA GARE  59051  BASSEE(LA) PLACE DE LA GARE;BASSÉE;HAUTS DE FRANCE;87342436;LA BASSEE;Automates TER;59480;Oui;Oui;Non
FRANCE;2 RUE DE LA CONCORDE  95197  DEUIL-LA-BARRE RUE DE LA CONCORDE;DEUIL-LA-BARRE;ILE DE FRANCE;87271171;LA BARRE ORMESSON;Poste de vente guichet;95170;Oui;Oui;Oui
FRANCE;PLACE DE LA GARE  62194  CALONNE-RICOUART;CALONNE-RICOUART;HAUTS DE FRANCE;87342543;CALONNE RICOUART;Automates TER;62470;Oui;Oui;Non
FRANCE;AUBERVILLIERS LA COURNEUVE GARE AVENUE VICTOR HUGO;COURNEUVE;ILE DE FRANCE;87271304;LA COURNEUVE AUBERVILLIERS;Poste de vente guichet;93120;Oui;Oui;Oui
FRANCE;60 RUE GAMBETTA  59526  SAINT-AMAND-LES-EAUX RUE LÉON GAMBETTA;SAINT-AMAND-LES-EAUX;HAUTS DE FRANCE;87343103;ST AMAND LES EAUX;Automates TER;59230;Oui;Non;Non
FRANCE;GARE SNCF - 93350  LE BOURGET;BOURGET;ILE DE FRANCE;87271395;LE BOURGET;Poste de vente guichet;93350;Oui;Oui;Oui
FRANCE;DÉPARTEMENTALE 88  D 88;TRITH-SAINT-LÉGER;HAUTS DE FRANCE;87343210;LE POIRIER UNIVERSITE;Automates TER;59125;Oui;Non;Non
FRANCE;PLACE DE LA GARE PLACE DE LA GARE;VILLEPINTE;ILE DE FRANCE;87271437;VERT GALANT;Poste de vente guichet;93420;Oui;Oui;Oui
FRANCE;DÉPARTEMENTALE 88  D 88;TRITH-SAINT-LÉGER;HAUTS DE FRANCE;87343210;LE POIRIER UNIVERSITE;Automates TER;59125;Oui;Oui;Non
FRANCE;169, RUE ANATOLE FRANCE;BLANC-MESNIL;ILE DE FRANCE;87271478;LE BLANC MESNIL;Poste de vente guichet;93150;Oui;Oui;Oui
FRANCE;PLACE TOLSTOI  59172  DENAIN;DENAIN;HAUTS DE FRANCE;87343459;DENAIN;Automates TER;59220;Oui;Non;Non
FRANCE;ZONE AÉROPORT CDG;ROISSY-EN-FRANCE;ILE DE FRANCE;87271494;AEROPORT CDG2 TGV ROISSY;Automates TGV-Intercités;93290;Oui;Non;Non
FRANCE;PLACE DE LA GARE PLACE DE LA GARE;DOUAI;HAUTS DE FRANCE;87345009;DOUAI;Automates TER;59500;Oui;Oui;Non
FRANCE;ZONE AÉROPORT CDG;ROISSY-EN-FRANCE;ILE DE FRANCE;87271494;AEROPORT CDG2 TGV ROISSY;Libre-Service Assisté;93290;Oui;Non;Non
FRANCE;PLACE DE LA GARE PLACE DU GÉNÉRAL DE GAULLE;LENS;HAUTS DE FRANCE;87345025;LENS;Automates TER;62300;Oui;Non;Non
FRANCE;PLACE DU 8 MAI 1945;PIERRELAYE;ILE DE FRANCE;87276097;PIERRELAYE;Poste de vente guichet;95480;Oui;Oui;Oui
FRANCE;PONT A VENDIN P GARE;PONT-À-VENDIN;HAUTS DE FRANCE;87345264;PONT A VENDIN;Automates TER;62880;Oui;Non;Non
FRANCE;1 PLACE DE LA GARE;SAINT-GRATIEN;ILE DE FRANCE;87276170;ST GRATIEN;Poste de vente guichet;95555;Oui;Oui;Oui
FRANCE;PLACE DE LA GARE  59092  BOUCHAIN;BOUCHAIN;HAUTS DE FRANCE;87345389;BOUCHAIN;Automates TER;59111;Oui;Non;Non
FRANCE;PLACE DE LA GARE - 95460  EZANVILLE RUE DE LA GARE;ÉZANVILLE;ILE DE FRANCE;87276394;ECOUEN EZANVILLE;Poste de vente guichet;95460;Oui;Oui;Oui
FRANCE;PL PLACE DU MARECHAL FOCH;ARRAS;HAUTS DE FRANCE;87391755;ARRAS FORMATION UO;Poste de vente guichet;62000;Oui;Oui;Oui
FRANCE;"4 PLACE TATTEGRAIN
AVENUE HENRI MARTIN";PARIS;ILE DE FRANCE;87381046;AVENUE HENRI MARTIN;Poste de vente guichet;75016;Oui;Oui;Oui
FRANCE;PLACE LUCIEN BARBIER;LONGUEAU;HAUTS DE FRANCE;87453696;LIGNE DIRECTE LONG FACILEO;Poste de vente guichet;80330;Oui;Oui;Oui
FRANCE;GARE SNCF - 95220  HERBLAY BOULEVARD OSCAR THÉVENIN;HERBLAY;ILE DE FRANCE;87381889;HERBLAY;Poste de vente guichet;95220;Oui;Oui;Oui
FRANCE;PL DES BUISSES;LILLE;HAUTS DE FRANCE;87453720;LILLE FLANDRES TER;Poste de vente guichet;59000;Oui;Oui;Oui
FRANCE;BECON LES BRUYERES  GARE PLACE DE LA GARE;COURBEVOIE;ILE DE FRANCE;87382002;BECON LES BRUYERES;Poste de vente guichet;92400;Oui;Oui;Oui
FRANCE;PL PLACE DES BUISSES;LILLE;HAUTS DE FRANCE;87688721;LILLE FLANDRES BOUTIQUES VOY;Poste de vente guichet;59000;Oui;Oui;Oui
FRANCE;PLACE PIERRE BROSSOLETTE RUE RIOCREUX;SÈVRES;ILE DE FRANCE;87382341;SEVRES VILLE D'AVRAY;Poste de vente guichet;92310;Oui;Oui;Oui
FRANCE;PLACE DE LA GARE;DOUAI;HAUTS DE FRANCE;87701664;SERVICE CLIENTELE DOUAI;Poste de vente guichet;59500;Oui;Oui;Oui
FRANCE;40 RUE DU MARÉCHAL FOCH;VERSAILLES;ILE DE FRANCE;87382861;VERSAILLES RIVE DROITE;Poste de vente guichet;78000;Oui;Oui;Oui
FRANCE;33 AV CHARLES SAINT-VENANT;LILLE;HAUTS DE FRANCE;87820126;DAV LILLE ANIMATION GARES;Poste de vente guichet;59043;Oui;Oui;Oui
FRANCE;18 RUE DE BUDAPEST 75009 PARIS 13, RUE D'AMSTERDAM;PARIS;ILE DE FRANCE;87384008;PARIS ST LAZARE;Libre-Service Assisté;75009;Oui;Non;Non
FRANCE;40 AVENUE DES TERROIRS DE FRANCE;PARIS-12E__ARRONDISSEMENT;ILE DE FRANCE;87031872;CENTRAUX GLAU REC UTILISATEURS 1;Poste de vente guichet;75012;Oui;Oui;Oui
FRANCE;13 RUE D'AMSTERDAM;PARIS;ILE DE FRANCE;87384065;PSL NEV ZONE BASSE;Poste de vente guichet;75008;Oui;Oui;Oui
FRANCE;2 RUE TRAVERSIERE;PARIS;ILE DE FRANCE;87070276;CENTRAUX CTRE ETUDES MAT INFORMAT VOYAGE;Poste de vente guichet;75012;Oui;Oui;Oui
FRANCE;8 RUE DE L'ARRIVÉE;GARENNE-COLOMBES;ILE DE FRANCE;87386003;LA GARENNE COLOMBES;Poste de vente guichet;92250;Oui;Oui;Oui
FRANCE;1, RUE JACQUES OFFENBACH RUE LÉON BLUM;ROSNY-SOUS-BOIS;ILE DE FRANCE;87113696;ROSNY BOIS PERRIER;Poste de vente guichet;93110;Oui;Oui;Oui
FRANCE;PLACE FRANÇOIS MITTERRAND RUE DE LA GARE;AUBERGENVILLE;ILE DE FRANCE;87386730;AUBERGENVILLE ELISABETHVILLE;Poste de vente guichet;78410;Oui;Oui;Oui
FRANCE;PLACE DU 11 NOVEMBRE 1918;PARIS;ILE DE FRANCE;87115600;PARIS EST SECTEUR IDF;Poste de vente guichet;75475;Oui;Oui;Oui
FRANCE;GARE SNCF - 78680  EPONE PLACE DE LA GARE;ÉPÔNE;ILE DE FRANCE;87386763;EPONE MEZIERES;Poste de vente guichet;78680;Oui;Oui;Oui
FRANCE;"RUE DE L'EST
PLACE AURIBAULT";PONTAULT-COMBAULT;ILE DE FRANCE;87116046;EMERAINVILLE PONTAULT COMBAULT;Poste de vente guichet;77184;Oui;Oui;Oui
FRANCE;17 BOULEVARD DE VAUGIRARD;PARIS;ILE DE FRANCE;87388264;PARIS MONTPARNASSE AUTOMATE;Automates TGV-Intercités;75015;Oui;Non;Non
FRANCE;AVE JEAN JAURÈS PLACE DE LA RÉSISTANCE ET DE LA DÉPORTAT;PROVINS;ILE DE FRANCE;87116160;PROVINS;Poste de vente guichet;77160;Oui;Oui;Oui
FRANCE;PLACE DE LA GARE AVENUE JEAN JAURÈS;CLAMART;ILE DE FRANCE;87391565;CLAMART;Poste de vente guichet;92140;Oui;Oui;Oui
FRANCE;18 RUE DE DUNKERQUE;PARIS;ILE DE FRANCE;87124081;PARIS NORD AUTOMATES;Automates TER;75010;Oui;Oui;Non
FRANCE;1, PLACE JEAN JAURES 1 PLACE JEAN JAURÈS;MEUDON;ILE DE FRANCE;87393082;MEUDON VAL FLEURY;Poste de vente guichet;92190;Oui;Oui;Oui
FRANCE;PL DE LA LIBERATION;MAISONS LAFITTE;ILE DE FRANCE;87130013;MAISONS LAFFITTE SNCF VOYAGES;Automates TGV-Intercités;78600;Oui;Non;Non
FRANCE;AVENUE DE PORCHEFONTAINE AVENUE DE PORCHEFONTAINE;VERSAILLES;ILE DE FRANCE;87393165;PORCHEFONTAINE;Poste de vente guichet;78000;Oui;Oui;Oui
FRANCE;2 RUE DU LENDEMAIN;CERGY;ILE DE FRANCE;87130047;CERGY LE HAUT SNCF VOYAGES;Automates TGV-Intercités;95800;Oui;Non;Non
FRANCE;PLACE PIERRE SÉMARD PLACE PIERRE SEMARD;SAINT-CYR-L'ÉCOLE;ILE DE FRANCE;87393223;ST CYR;Poste de vente guichet;78210;Oui;Oui;Oui
FRANCE;1 RUE DE SEBASTOPOL;COURBEVOIE;ILE DE FRANCE;87130096;COURBEVOIE SNCF VOYAGES;Automates TGV-Intercités;92400;Oui;Non;Non
FRANCE;BOULEVARD GUY SCHULLER AVENUE GUY SCHULER;VERRIÈRE;ILE DE FRANCE;87393256;LA VERRIERE;Poste de vente guichet;78320;Oui;Oui;Oui
FRANCE;8 RUE DE L'ARRIVEE;LA GARENNE COLOMBES;ILE DE FRANCE;87130229;LA GARENNE COLOMBES SNCF VOYAG;Automates TGV-Intercités;92250;Oui;Non;Non
FRANCE;RUE DE LA CITÉ;ESSARTS-LE-ROI;ILE DE FRANCE;87393280;LES ESSARTS LE ROI;Poste de vente guichet;78690;Oui;Oui;Oui
FRANCE;PL DE LA GARE;LA GARENNE COLOMBES;ILE DE FRANCE;87130351;LES VALLEES SNCF VOYAGES;Automates TGV-Intercités;92250;Oui;Non;Non
FRANCE;GARE SNCF - 78910  ORGERUS RUE DE LA GARE;ORGERUS;ILE DE FRANCE;87393447;ORGERUS BEHOUST;Poste de vente guichet;78910;Oui;Oui;Oui
FRANCE;LE LANDY E.I.M.M. PLACE AUX ÉTOILES;SAINT-DENIS;ILE DE FRANCE;87164780;STADE DE FRANCE ST DENIS;Poste de vente guichet;93200;Oui;Oui;Oui
FRANCE;PLACE DE LA REPUBLIQUE;BONDY;ILE DE FRANCE;87420307;GARE;Automates TGV-Intercités;93140;Oui;Non;Non
FRANCE;PLACE DE LA GARE  93078  VILLEPINTE ROUTE CAMILLE PISSARO;VILLEPINTE;ILE DE FRANCE;87271452;VILLEPINTE;Poste de vente guichet;93420;Oui;Oui;Oui
FRANCE;PL DU GENERAL DE GAULLE;VAIRES-SUR-MARNE;ILE DE FRANCE;87420315;VAIRES TORCY VFE;Automates TGV-Intercités;77360;Oui;Non;Non
FRANCE;ROUTE C.PISSARRO AVENUE DES NATIONS;VILLEPINTE;ILE DE FRANCE;87271486;PARC DES EXPOSITIONS;Poste de vente guichet;93420;Oui;Oui;Oui
FRANCE;145 RUE CARDINET;PARIS;ILE DE FRANCE;87420331;PONT CARDINET SNCF VOYAGES;Automates TGV-Intercités;75017;Oui;Non;Non
FRANCE;2 PLACE DU 19 MARS 1962  77294  MITRY-MORY AVENUE DU 19 MARS 1962;MITRY-MORY;ILE DE FRANCE;87271510;VILLEPARISIS;Poste de vente guichet;77290;Oui;Oui;Oui
FRANCE;AVENUE DU VAL DE FONTENAY;FONTENAY-SOUS-BOIS;ILE DE FRANCE;87422022;VAL DE FONTENAY VFE;Automates TGV-Intercités;94120;Oui;Non;Non
FRANCE;1 RUE DU DEPART - 95880  ENGHIEN LES BAINS PLACE ALEXANDRE 1ER;ENGHIEN-LES-BAINS;ILE DE FRANCE;87276022;ENGHIEN LES BAINS;Poste de vente guichet;95880;Oui;Oui;Oui
FRANCE;RUE DU DEPART;ENGHIEN LES BAINS;ILE DE FRANCE;87424457;ENGHIEN LES BAINS VFE;Automates TGV-Intercités;95880;Oui;Non;Non
FRANCE;RUE DES BUSSYS;ERMONT;ILE DE FRANCE;87276055;ERMONT EAUBONNE;Poste de vente guichet;95120;Oui;Oui;Oui
FRANCE;PLACE DU GÉNÉRAL DE GAULLE;PONTOISE;ILE DE FRANCE;87424796;PONTOISE VFE;Automates TGV-Intercités;95300;Oui;Non;Non
FRANCE;1 RUE DU MARÉCHAL GALLIENI;ERMONT;ILE DE FRANCE;87276063;CERNAY VAL D'OISE;Poste de vente guichet;95120;Oui;Oui;Oui
FRANCE;2 RUE DE LA GARE;THORIGNY SUR MARNE;ILE DE FRANCE;87425637;LAGNY THORIGNY VFE;Automates TGV-Intercités;77400;Oui;Non;Non
FRANCE;3 RUE CHARLES BURGER  95252  FRANCONVILLE PLACE DE LA GARE;FRANCONVILLE;ILE DE FRANCE;87276071;FRANCONVILLE PLESSIS BOUCHARD;Poste de vente guichet;95130;Oui;Oui;Oui
FRANCE;37 AV GALLIENI;MEUDON;ILE DE FRANCE;87426205;BELLEVUE VFE;Automates TGV-Intercités;92360;Oui;Non;Non
FRANCE;GARE DE DOMONT - 95330  DOMONT PLACE DE LA GARE;DOMONT;ILE DE FRANCE;87276436;DOMONT;Poste de vente guichet;95330;Oui;Oui;Oui
FRANCE;AV DU 08 MAI 1945;CHOISY LE ROI;ILE DE FRANCE;87426304;CHOISY LE ROI VFE;Automates TGV-Intercités;94600;Oui;Non;Non
FRANCE;PLACE DE LA GARE AVENUE DE LA GARE;PERSAN;ILE DE FRANCE;87276469;PERSAN BEAUMONT;Poste de vente guichet;95340;Oui;Oui;Oui
FRANCE;17  BD DE VAUGIRARD;PARIS;ILE DE FRANCE;87427682;PARIS MONTPARNASSE PASTEUR BLS;Automates TGV-Intercités;75015;Oui;Non;Non
FRANCE;PLACE DE LA GARE  95352  LUZARCHES BOULEVARD DE LA FRATERNITÉ;LUZARCHES;ILE DE FRANCE;87276576;LUZARCHES;Poste de vente guichet;95270;Oui;Oui;Oui
FRANCE;CAMPUS WILSON - 9 RUE JEAN-PHILIPPE RAMEAU;SAINT-DENIS;ILE DE FRANCE;87428672;INSTITUT  FORMATION TRANSILIEN;Poste de vente guichet;93210;Oui;Oui;Oui
FRANCE;212 RUE DE BERCY;PARIS;ILE DE FRANCE;87318949;MOSAIQUE;Automates TGV-Intercités;75012;Oui;Non;Non
FRANCE;103  AVENUE FRANCOIS ARAGO;NANTERRE;ILE DE FRANCE;87441220;UNIVERSITE DU SERVICE;Automates TGV-Intercités;92000;Oui;Non;Non
FRANCE;48 B BOULEVARD DE BERCY;PARIS 12 EME;ILE DE FRANCE;87343590;GARE DE PARIS BERCY;Poste de vente guichet;75012;Oui;Oui;Oui
FRANCE;103  AVENUE FRANCOIS ARAGO;NANTERRE;ILE DE FRANCE;87441220;UNIVERSITE DU SERVICE;Libre-Service Assisté;92000;Oui;Non;Non
FRANCE;PLACE DE LA GARE;CHANTELOUP-LES-VIGNES;ILE DE FRANCE;87381475;CHANTELOUP LES VIGNES;Poste de vente guichet;78570;Oui;Oui;Oui
FRANCE;AV VICTOR HUGO;SAINT-OUEN;ILE DE FRANCE;87460725;ST OUEN GARIBALDI VFE;Automates TGV-Intercités;93400;Oui;Non;Non
FRANCE;PLACE DU 8 MAI 1945;MANTES-LA-JOLIE;ILE DE FRANCE;87381509;MANTES LA JOLIE;Poste de vente guichet;78200;Oui;Oui;Oui
FRANCE;RUE ROBESPIERRE;HOUILLES;ILE DE FRANCE;87462580;HOUILLES CARRIERE ROBESPIERRE;Poste de vente guichet;78800;Oui;Oui;Oui
FRANCE;"PLACE PIERRE SEMARD
BOULEVARD KARL MARX";ARGENTEUIL;ILE DE FRANCE;87381848;ARGENTEUIL;Poste de vente guichet;95100;Oui;Oui;Oui
FRANCE;PAS DROITS DE L'HOMME;LA PLAINE STADE DE FRANCE;ILE DE FRANCE;87469965;LA PLAINE STADE DE F VFE;Automates TGV-Intercités;93200;Oui;Non;Non
FRANCE;GARE SNCF - 95240  CORMEILLES EN PARISIS RUE GALLIENI;CORMEILLES-EN-PARISIS;ILE DE FRANCE;87381863;CORMEILLES EN PARISIS;Poste de vente guichet;95240;Oui;Oui;Oui
FRANCE;2 QU DE LA DEFENSE 2, PLACE DE LA DÉFENSE / PUTEAUX 92800 / SECTION A;LA DEFENSE;ILE DE FRANCE;87528273;CNIT DEFENSE;Automates TGV-Intercités;92053;Oui;Non;Non
FRANCE;"2 TER RUE DES FOURS-À-CHAUX
PLACE DU COLONEL COUTISSON";CONFLANS-SAINTE-HONORINE;ILE DE FRANCE;87381897;CONFLANS STE HONORINE;Poste de vente guichet;78700;Oui;Oui;Oui
FRANCE;85 QUAI D'AUSTERLITZ;PARIS;ILE DE FRANCE;87547000;PARIS AUSTERLITZ;Automates TER;75013;Oui;Non;Non
FRANCE;RUE DE SÉBASTOPOL RUE SÉBASTOPOL;COURBEVOIE;ILE DE FRANCE;87382200;COURBEVOIE;Poste de vente guichet;92400;Oui;Oui;Oui
FRANCE;21 RUE D'ALSACE;PARIS;ILE DE FRANCE;87573758;PARIS DG LD ALSACE;Poste de vente guichet;75010;Oui;Oui;Oui
FRANCE;GARE SNCF - 78430  LOUVECIENNES PLACE DE LA GARE;LOUVECIENNES;ILE DE FRANCE;87382457;LOUVECIENNES;Poste de vente guichet;78430;Oui;Oui;Oui
FRANCE;"PLACE HENRI BARBUSSE
AVENUE DARBLAY";CORBEIL-ESSONNES;ILE DE FRANCE;87681007;CORBEIL ESSONNES;Poste de vente guichet;91100;Oui;Oui;Oui
FRANCE;13 RUE D'AMSTERDAM;PARIS;ILE DE FRANCE;87384065;PSL NEV ZONE BASSE;Automates TGV-Intercités;75008;Oui;Non;Non
FRANCE;PLACE DU PRÉSIDENT ROBERT LAKOTA AVENUE DU PRÉSIDENT ROBERT LAKOTA;VIGNEUX-SUR-SEINE;ILE DE FRANCE;87681304;VIGNEUX SUR SEINE;Poste de vente guichet;91270;Oui;Oui;Oui
FRANCE;PLACE CHARLES DE GAULLE;VERNEUIL-SUR-SEINE;ILE DE FRANCE;87386656;VERNOUILLET VERNEUIL;Poste de vente guichet;78480;Oui;Oui;Oui
FRANCE;PLACE PIERRE SÉMARD;VILLENEUVE-SAINT-GEORGES;ILE DE FRANCE;87681825;VILLENEUVE ST GEORGES;Poste de vente guichet;94190;Oui;Oui;Oui
FRANCE;PLACE LOUIS ARMAND;PARIS;ILE DE FRANCE;87391813;PARIS LYON ESTEREL;Automates TGV-Intercités;75012;Oui;Non;Non
FRANCE;PLACE DE LA GARE;YERRES;ILE DE FRANCE;87682112;YERRES;Poste de vente guichet;91330;Oui;Oui;Oui
FRANCE;PLACE LOUIS ARMAND;PARIS;ILE DE FRANCE;87391813;PARIS LYON ESTEREL;Libre-Service Assisté;75012;Oui;Non;Non
FRANCE;"PLACE DE LA GARE
RUE DE LA GARE";CESSON;ILE DE FRANCE;87682161;CESSON;Poste de vente guichet;77240;Oui;Oui;Oui
FRANCE;PLACE LOUIS ARMAND;PARIS;ILE DE FRANCE;87391847;PARIS LYON GRAND VOYAGEUR;Poste de vente guichet;75012;Oui;Oui;Oui
FRANCE;GARE SNCF - 77250  MORET SUR LOING PLACE DE LA GARE;MORET-LOING-ET-ORVANNE;ILE DE FRANCE;87682278;MORET VENEUX LES SABLONS;Poste de vente guichet;77250;Oui;Oui;Oui
FRANCE;VERSAILLES CHANTIERS GARE 4, RUE DE L'ABBÉ ROUSSEAU;VERSAILLES;ILE DE FRANCE;87393009;VERSAILLES CHANTIERS;Automates TGV-Intercités;78000;Oui;Non;Non
FRANCE;PLACE LOUIS ARMAND;PARIS;ILE DE FRANCE;87686113;PARIS LYON B;Automates TER;75012;Oui;Non;Non
FRANCE;1, RUE AUGUSTE RODIN  92072  SEVRES RUE GEORGES BONNEFOUS;SÈVRES;ILE DE FRANCE;87393124;SEVRES RIVE GAUCHE;Poste de vente guichet;92310;Oui;Oui;Oui
FRANCE;2 PLACE DE LA DEFENSE;PUTEAUX;ILE DE FRANCE;87688697;SAV DIGITAL GROUPES;Poste de vente guichet;92053;Oui;Oui;Oui
